Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Emaj7;8,x,1,3,2,4,1,1;3;5;7,x,E,B,D#,G#,B
Emaj9;1,0,3,1,2,0,4,1;3;5;7;9,E,B,D#,G#,B,F#
Emaj9;2,0,4,1,1,1,1,1;3;5;7;9,E,E,F#,B,D#,G#
Emaj9;3,0,2,1,4,3,0,1;3;5;7;9,E,E,G#,D#,F#,E
Emaj9;4,0,2,1,4,3,x,1;3;5;7;9,E,E,G#,D#,F#,x
Emaj9;5,0,3,4,2,0,0,1;3;5;7;9,E,F#,B,D#,B,E
Emaj;21,0,2,3,1,0,0,1;3;5,E,B,E,G#,B,E
Esus2;1,x,x,1,3,4,1,1;2;5,x,x,E,B,E,F#
Esus2;2,0,1,1,3,4,1,1;2;5,E,B,E,B,E,F#
Esus2;3,1,1,3,4,1,1,1;2;5,B,E,B,E,F#,B
Esus4;1,0,1,2,3,0,0,1;4;5,E,B,E,A,B,E
Esus4;2,0,3,4,1,2,0,1;4;5,E,E,A,B,E,E
Esus4;3,0,x,1,1,2,4,1;4;5,E,x,B,E,A,E
Esus4;4,x,1,3,3,4,x,1;4;5,x,E,B,E,A,x
Esus4;5,x,x,2,3,0,0,1;4;5,x,x,E,A,B,E
Esus4;6,0,0,x,x,0,x,1;4;5,E,A,x,x,B,x
Esus4;7,0,0,x,x,0,0,1;4;5,E,A,x,x,B,E
Eb6;1,x,4,2,3,1,x,1;3;5;6,x,D,G,C,D,x
Eb6;2,x,1,3,3,3,3,1;3;5;6,x,D,A#,D,G,C
Eb6;3,1,x,3,2,4,1,1;3;5;6,D,x,D,G,C,D
Eb6;4,x,x,x,1,1,1,1;3;5;6,x,x,x,D,G,C
Eb6;5,x,x,3,2,4,1,1;3;5;6,x,x,D,G,C,D
Eb6;6,x,x,3,2,4,x,1;3;5;6,x,x,D,G,C,x
Eb7;1,x,3,2,4,1,x,1;3;5;b7,x,D,G,C#,D,x
Eb7;2,x,1,3,1,4,1,1;3;5;b7,x,D,A#,C#,G,A#
Eb7;3,1,3,1,2,4,1,1;3;5;b7,D,A#,C#,G,C#,D
Eb7;4,x,x,x,2,1,3,1;3;5;b7,x,x,x,A#,C#,G
Eb7;5,x,2,1,3,x,x,1;3;5;b7,x,D,G,C#,x,x
Eb7;6,x,x,x,1,4,1,1;3;5;b7,x,x,x,C#,G,A#
Eb7;7,x,x,2,3,1,x,1;3;5;b7,x,x,G,C#,D,x
Eb7;8,x,x,x,3,2,1,1;3;5;b7,x,x,x,G,A#,C#
Eb7;9,3,x,2,4,1,x,1;3;5;b7,A#,x,G,C#,D,x
Eb7;10,3,x,2,4,x,x,1;3;5;b7,A#,x,G,C#,x,x
Eb7;11,x,x,1,3,2,4,1;3;5;b7,x,x,D,A#,C#,G
Eb7;12,x,1,3,1,4,x,1;3;5;b7,x,D,A#,C#,G,x
Eb9;1,x,2,1,3,4,x,1;3;5;b7;9,x,D,G,C#,F,x
Eb9;2,x,1,3,2,4,x,1;3;5;b7;9,x,G,C#,F,A#,x
Eb9;3,x,x,2,1,3,4,1;3;5;b7;9,x,x,C#,F,A#,D
Eb9;4,x,2,1,3,3,3,1;3;5;b7;9,x,D,G,C#,F,A#
Eb9;5,2,x,1,3,3,3,1;3;5;b7;9,A#,x,G,C#,F,A#
Eb9;6,2,x,1,3,4,x,1;3;5;b7;9,A#,x,G,C#,F,x
Eb9;7,x,x,3,2,1,4,1;3;5;b7;9,x,x,C#,F,G,D
Eb9;8,x,1,3,2,4,4,1;3;5;b7;9,x,G,C#,F,A#,D
Eb9;9,x,1,3,1,1,x,1;3;5;b7;9,x,D,A#,C#,F,x
Eb11;1,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,D,G#,C#,F
Eb11;2,x,1,1,1,1,1,1;3;5;b7;9;11,x,D,G#,C#,F,A#
Eb11;3,4,x,3,2,1,1,1;3;5;b7;9;11,D,x,C#,F,G#,C#
Eb13;1,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,D,G,C#,F,C
Eb13;2,3,x,4,2,1,1,1;3;5;b7;9;11;13,D,x,C#,F,G,C
Eb13;3,1,x,1,2,3,4,1;3;5;b7;9;11;13,D,x,C#,G,C,F
Eb43991;1,x,x,1,0,2,3,1;3;5;6;9,x,x,D,G,C,F
Eb43991;2,x,2,1,1,3,4,1;3;5;6;9,x,D,G,C,F,A#
Eb43991;3,2,1,1,1,3,4,1;3;5;6;9,D,G,C,F,A#,D
Eb43991;4,x,x,1,3,1,1,1;3;5;6;9,x,x,D,A#,C,F
Eb43991;5,x,2,x,1,3,x,1;3;5;6;9,x,D,x,C,F,x
Eb+(#11);1,x,2,x,0,0,1,1;3;#5;#11,x,D,x,G,B,A
Eb+(#11);2,x,1,x,0,0,4,1;3;#5;#11,x,D,x,G,B,B
Eb7(#11);1,x,1,3,1,x,x,1;3;5;b7;#11,x,D,A,C#,x,x
Eb7(#5);1,x,1,2,1,1,x,1;3;#5;b7,x,C#,G,B,D,x
Eb7(#5);2,x,1,4,1,3,2,1;3;#5;b7,x,D,B,C#,G,B
Eb7(#5);3,1,x,1,2,3,1,1;3;#5;b7,D,x,C#,G,B,D
Eb7(#9);1,x,x,1,0,3,4,1;3;5;b7;#9,x,x,D,G,C#,F#
Eb7(#9);2,x,2,1,3,4,x,1;3;5;b7;#9,x,D,G,C#,F#,x
Eb7(#9);3,1,3,1,2,1,4,1;3;5;b7;#9,D,A#,C#,G,A#,F#
Eb7(b9);1,x,x,1,0,3,0,1;3;5;b7;b9,x,x,D,G,C#,E
Eb7(b9);2,x,2,1,3,1,x,1;3;5;b7;b9,x,D,G,C#,E,x
Eb7(b9);3,1,x,1,2,1,3,1;3;5;b7;b9,D,x,C#,G,A#,E
Eb7(b9);4,x,x,1,3,2,4,1;3;5;b7;b9,x,x,C#,G,A#,E
Eb7(b9);5,x,2,3,1,4,x,1;3;5;b7;b9,x,C#,G,A#,E,x
Eb7b5;1,x,x,1,2,3,4,1;3;b5;b7,x,x,D,A,C#,G
Eb7b5;2,x,1,2,1,3,x,1;3;b5;b7,x,D,A,C#,G,x
Eb7b5;3,x,x,2,4,1,3,1;3;b5;b7,x,x,C#,G,A,D
Eb7sus4;1,x,2,3,4,1,x,1;4;5;b7,x,D,G#,C#,D,x
Eb7sus4;2,x,1,3,1,4,1,1;4;5;b7,x,D,A#,C#,G#,A#
Eb7sus4;3,1,3,1,4,1,1,1;4;5;b7,D,A#,C#,G#,A#,D
Eb7sus4;4,x,2,2,3,x,x,1;4;5;b7,x,D,G#,C#,x,x
Eb9(#5);1,x,1,2,1,4,x,1;3;#5;b7;9,x,C#,G,B,F,x
Eb9b5;1,x,x,1,2,3,1,1;3;b5;b7;9,x,x,D,A,C#,F
Eb9b5;2,1,2,1,3,4,1,1;3;b5;b7;9,A,D,G,C#,F,A
Eb9b5;3,2,1,3,1,1,4,1;3;b5;b7;9,D,G,C#,F,A,D
Ebaug;1,x,3,2,0,0,x,1;3;#5,x,B,D,G,B,x
Ebaug;2,4,3,2,0,x,x,1;3;#5,G,B,D,G,x,x
Ebaug;3,x,x,4,2,3,1,1;3;#5,x,x,D,G,B,D
Ebdim;1,x,x,1,2,4,3,1;b3;b5,x,x,D,A,D,F
Ebdim;2,x,1,2,3,4,x,1;b3;b5,x,D,A,D,F,x
Ebdim;3,x,x,4,3,1,2,1;b3;b5,x,x,D,F,A,D
Ebdim;4,x,x,3,1,4,x,1;b3;b5,x,x,F,A,D,x
Ebdim7;1,2,4,1,3,x,x,1;b3;b5;bb7,A,D,F,C,x,x
Ebdim7;2,x,2,3,1,4,x,1;b3;b5;bb7,x,F,C,D,A,x
Ebdim7;3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,C,F,A,D
Ebdim7;4,x,2,3,1,4,x,1;b3;b5;bb7,x,D,A,C,F,x
Ebdim7;5,2,x,1,3,1,x,1;b3;b5;bb7,D,x,C,F,A,x
Ebdim7;6,x,x,1,3,2,4,1;b3;b5;bb7,x,x,D,A,C,F
Ebdim7;7,x,2,3,1,4,1,1;b3;b5;bb7,x,D,A,C,F,A
Ebdim7;8,x,x,1,3,2,4,1;b3;b5;bb7,x,x,F,C,D,A
Ebm;1,x,x,3,2,4,1,1;b3;5,x,x,F,A#,D,F
Ebm;2,x,1,3,4,2,1,1;b3;5,x,D,A#,D,F,A#
Ebm;3,1,3,4,1,1,1,1;b3;5,D,A#,D,F,A#,D
Ebm;4,x,x,2,1,3,x,1;b3;5,x,x,F,A#,D,x
Ebm;5,x,1,3,4,2,x,1;b3;5,x,D,A#,D,F,x
Ebm11;1,x,x,3,1,4,x,1;b3;5;b7;9;11,x,x,A#,C#,G#,x
Ebm11;2,x,2,x,3,4,1,1;b3;5;b7;9;11,x,D,x,C#,F,G#
Ebm6;1,x,3,1,2,1,x,1;b3;5;6,x,D,F,C,D,x
Ebm6;2,x,1,x,3,2,4,1;b3;5;6,x,D,x,D,F,C
Ebm6;3,1,x,3,1,4,1,1;b3;5;6,D,x,D,F,C,D
Ebm7;1,x,3,1,4,1,x,1;b3;5;b7,x,D,F,C#,D,x
Ebm7;2,x,1,3,1,2,1,1;b3;5;b7,x,D,A#,C#,F,A#
Ebm7;3,1,3,1,1,4,1,1;b3;5;b7,D,A#,C#,F,C#,D
Ebm7;4,x,2,1,3,4,x,1;b3;5;b7,x,D,F,C#,F,x
Ebm7;5,x,1,x,2,3,x,1;b3;5;b7,x,D,x,C#,F,x
Ebm7;6,x,2,1,3,x,x,1;b3;5;b7,x,D,F,C#,x,x
Ebm7;7,x,x,3,1,2,x,1;b3;5;b7,x,x,A#,C#,F,x
Ebm7;8,2,x,3,3,3,x,1;b3;5;b7,D,x,C#,F,A#,x
Ebm7;9,x,1,1,4,1,x,1;b3;5;b7,x,C#,F,C#,D,x
Ebm7;10,3,x,1,4,1,x,1;b3;5;b7,A#,x,F,C#,D,x
Ebm7;11,x,1,3,1,2,x,1;b3;5;b7,x,D,A#,C#,F,x
Ebm9;1,x,2,1,3,4,x,1;b3;5;b7;9,x,D,F,C#,F,x
Ebm9;2,3,1,4,2,x,x,1;b3;5;b7;9,D,F,C#,F,x,x
Ebm9;3,1,3,1,1,1,4,1;b3;5;b7;9,D,A#,C#,F,A#,F
Ebmaj;1,x,4,3,1,2,1,1;3;5,x,D,G,A#,D,G
Ebmaj;2,x,1,3,3,3,x,1;3;5,x,D,A#,D,G,x
Ebmaj;3,1,3,4,2,1,1,1;3;5,D,A#,D,G,A#,D
Ebmaj;4,x,1,x,0,4,x,1;3;5,x,D,x,G,G,x
Ebmaj;5,x,x,x,3,4,1,1;3;5,x,x,x,D,G,A#
Ebmaj;6,x,3,1,1,1,x,1;3;5,x,G,A#,D,G,x
Ebmaj;7,1,x,3,3,3,x,1;3;5,A#,x,A#,D,G,x
Ebmaj;8,x,1,1,3,4,x,1;3;5,x,A#,D,A#,D,x
Ebmaj;9,x,x,3,1,2,x,1;3;5,x,x,G,A#,D,x
Ebmaj;10,x,x,1,1,1,x,1;3;5,x,x,A#,D,G,x
Ebmaj;11,x,1,2,3,4,1,1;3;5,x,D,A#,D,G,A#
Ebmaj;12,1,1,3,3,3,x,1;3;5,A#,D,A#,D,G,x
Ebmaj;13,x,x,1,4,x,x,1;3;5,x,x,G,D,x,x
Ebmaj;14,x,x,x,2,1,1,1;3;5,x,x,x,G,A#,D
Ebmaj;15,x,4,3,1,2,x,1;3;5,x,D,G,A#,D,x
Ebmaj7;1,x,4,3,1,1,1,1;3;5;7,x,D,G,A#,D,G
Ebmaj7;2,x,1,3,2,4,1,1;3;5;7,x,D,A#,D,G,A#
Ebmaj7;3,x,x,4,3,2,1,1;3;5;7,x,x,D,G,A#,D
Ebmaj9;1,x,x,1,0,4,2,1;3;5;7;9,x,x,D,G,D,F
Ebmaj9;2,x,2,1,4,3,x,1;3;5;7;9,x,D,G,D,F,x
Ebmaj9;3,x,x,4,1,2,1,1;3;5;7;9,x,x,D,F,A#,D
Ebmaj9;4,x,x,1,3,4,1,1;3;5;7;9,x,x,D,A#,D,F
Ebsus2;1,x,1,3,4,1,1,1;2;5,x,D,A#,D,F,A#
Ebsus2;2,x,1,3,4,1,x,1;2;5,x,D,A#,D,F,x
Ebsus4;1,x,3,4,1,2,x,1;4;5,x,D,G#,A#,D,x
Ebsus4;2,x,1,2,3,4,1,1;4;5,x,D,A#,D,G#,A#
Ebsus4;3,1,1,3,4,1,1,1;4;5,D,G#,D,G#,A#,D
F5;1,1,3,x,x,x,x,1;5,F,C,x,x,x,x
F5;2,x,1,3,4,x,x,1;5,x,F,C,F,x,x
F5;3,1,3,4,x,x,x,1;5,F,C,F,x,x,x
F5;4,x,x,x,x,1,3,1;5,x,x,x,x,F,C
F5;5,x,1,3,x,x,x,1;5,x,F,C,x,x,x
F5;6,x,1,1,x,x,x,1;5,x,C,F,x,x,x
F5;7,x,x,1,3,4,x,1;5,x,x,F,C,F,x
F5;8,x,x,x,1,2,4,1;5,x,x,x,C,F,C
F5;9,x,x,1,3,x,x,1;5,x,x,F,C,x,x
F5;10,1,1,3,x,x,x,1;5,C,F,C,x,x,x
F6;1,1,x,3,2,4,1,1;3;5;6,F,x,F,A,D,F
F6;2,x,4,2,3,1,x,1;3;5;6,x,F,A,D,F,x
F6;3,x,1,3,3,3,3,1;3;5;6,x,F,C,F,A,D
F6;4,x,x,3,2,4,1,1;3;5;6,x,x,F,A,D,F
F6;5,x,2,1,1,x,x,1;3;5;6,x,F,A,D,x,x
F6;6,x,x,3,3,3,3,1;3;5;6,x,x,C,F,A,D
F7;1,1,3,1,2,4,1,1;3;5;b7,F,C,D,A,D,F
F7;2,x,3,2,4,1,x,1;3;5;b7,x,F,A,D,F,x
F7;3,x,1,3,1,4,1,1;3;5;b7,x,F,C,D,A,C
F7;4,1,x,2,3,x,x,1;3;5;b7,F,x,D,A,x,x
F7;5,1,3,1,2,1,1,1;3;5;b7,F,C,D,A,C,F
F7;6,x,x,3,2,4,1,1;3;5;b7,x,x,F,A,D,F
F7;7,x,x,x,2,1,3,1;3;5;b7,x,x,x,C,D,A
F7;8,x,2,1,3,x,x,1;3;5;b7,x,F,A,D,x,x
F7;9,x,2,1,3,x,4,1;3;5;b7,x,F,A,D,x,C
F7;10,x,1,3,1,x,x,1;3;5;b7,x,F,C,D,x,x
F7;11,x,x,1,3,2,4,1;3;5;b7,x,x,F,C,D,A
F9;1,1,0,2,0,3,4,1;3;5;b7;9,F,A,D,G,C,F
F9;2,x,x,1,3,2,1,1;3;5;b7;9,x,x,F,C,D,G
F9;3,x,2,1,3,4,x,1;3;5;b7;9,x,F,A,D,G,x
F9;4,x,2,1,3,3,3,1;3;5;b7;9,x,F,A,D,G,C
F9;5,2,x,1,3,3,3,1;3;5;b7;9,C,x,A,D,G,C
F9;6,2,x,1,3,4,x,1;3;5;b7;9,C,x,A,D,G,x
F11;1,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,F,A#,D,G
F11;2,x,1,1,1,1,1,1;3;5;b7;9;11,x,F,A#,D,G,C
F11;3,3,x,4,2,1,1,1;3;5;b7;9;11,F,x,D,G,A#,D
F13;1,1,x,1,2,3,4,1;3;5;b7;9;11;13,F,x,D,A,D,G
F13;2,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,F,A,D,G,D
F13;3,3,x,4,2,1,1,1;3;5;b7;9;11;13,F,x,D,G,A,D
F13;4,1,x,2,3,4,x,1;3;5;b7;9;11;13,F,x,D,A,D,x
F13;5,x,1,2,3,4,x,1;3;5;b7;9;11;13,x,D,A,D,G,x
F13;6,x,1,3,4,2,x,1;3;5;b7;9;11;13,x,D,A,D,F,x
F13;7,x,x,1,3,3,4,1;3;5;b7;9;11;13,x,x,A,D,G,D
F43991;1,1,0,0,0,2,3,1;3;5;6;9,F,A,D,G,C,F
F43991;2,x,x,2,1,3,4,1;3;5;6;9,x,x,F,A,D,G
F43991;3,x,2,1,1,3,4,1;3;5;6;9,x,F,A,D,G,C
F43991;4,x,2,1,1,3,x,1;3;5;6;9,x,F,A,D,G,x
F43991;5,1,3,0,0,x,x,1;3;5;6;9,F,C,D,G,x,x
F43991;6,1,2,0,0,3,4,1;3;5;6;9,F,C,D,G,D,G
F13(b9);1,x,1,3,3,3,x,1;3;5;b7;b9;11;13,x,D,A,D,F,x
F7(#11);1,x,1,3,1,x,x,1;3;5;b7;#11,x,F,B,D,x,x
F7(#11);2,1,x,2,3,0,x,1;3;5;b7;#11,F,x,D,A,B,x
F7(#5);1,1,x,1,2,3,1,1;3;#5;b7,F,x,D,A,C#,F
F7(#5);2,x,1,2,1,1,x,1;3;#5;b7,x,D,A,C#,F,x
F7(#5);3,x,1,4,1,3,2,1;3;#5;b7,x,F,C#,D,A,C#
F7(#5);4,1,x,2,3,4,x,1;3;#5;b7,F,x,D,A,C#,x
F7(#9);1,1,3,1,2,1,4,1;3;5;b7;#9,F,C,D,A,C,G#
F7(#9);2,x,x,2,1,3,4,1;3;5;b7;#9,x,x,F,A,D,G#
F7(#9);3,x,2,1,3,4,x,1;3;5;b7;#9,x,F,A,D,G#,x
F7(#9);4,x,x,1,2,4,3,1;3;5;b7;#9,x,x,A,D,G#,C
F7(b9);1,1,x,1,2,1,3,1;3;5;b7;b9,F,x,D,A,C,F
F7(b9);2,x,x,2,1,3,1,1;3;5;b7;b9,x,x,F,A,D,F
F7(b9);3,x,2,1,3,1,x,1;3;5;b7;b9,x,F,A,D,F,x
F7(b9);4,x,x,1,2,1,3,1;3;5;b7;b9,x,x,A,D,F,C
F7(b9);5,x,x,1,3,2,4,1;3;5;b7;b9,x,x,C,F,A,D
F7(b9);6,1,x,2,3,x,4,1;3;5;b7;b9,F,x,D,A,x,F
F7b5;1,1,3,2,4,x,x,1;3;b5;b7,F,B,D,A,x,x
F7b5;2,x,x,1,2,3,4,1;3;b5;b7,x,x,F,B,D,A
F7b5;3,x,1,2,1,3,x,1;3;b5;b7,x,F,B,D,A,x
F7sus4;1,1,3,1,4,1,1,1;4;5;b7,F,C,D,A#,C,F
F7sus4;2,x,2,3,4,1,x,1;4;5;b7,x,F,A#,D,F,x
F7sus4;3,x,1,3,1,4,1,1;4;5;b7,x,F,C,D,A#,C
F9(#5);1,x,x,1,2,2,4,1;3;#5;b7;9,x,x,A,D,G,C#
F9b5;1,1,0,2,0,0,3,1;3;b5;b7;9,F,A,D,G,B,F
F9b5;2,x,x,1,2,3,1,1;3;b5;b7;9,x,x,F,B,D,G
F9b5;3,1,2,1,3,4,1,1;3;b5;b7;9,B,F,A,D,G,B
Fadd9;1,x,1,x,0,4,x,1;3;5;9,x,F,x,G,A,x
Fadd9;2,x,3,4,0,1,1,1;3;5;9,x,C,F,G,C,F
Fadd9;3,x,x,3,2,1,4,1;3;5;9,x,x,F,A,C,G
Faug;1,x,3,2,1,1,x,1;3;#5,x,C#,F,A,C#,x
Faug;2,4,3,2,1,x,x,1;3;#5,A,C#,F,A,x,x
Faug;3,x,x,4,2,3,1,1;3;#5,x,x,C#,F,A,C#
Fdim;1,1,2,3,1,x,x,1;b3;b5,F,B,F,G#,x,x
Fdim;2,x,x,1,2,4,3,1;b3;b5,x,x,F,B,F,G#
Fdim;3,x,1,2,3,4,x,1;b3;b5,x,F,B,F,G#,x
Fdim;4,x,x,3,1,4,x,1;b3;b5,x,x,G#,B,F,x
Fdim;5,3,1,x,x,x,x,1;b3;b5,F,G#,x,x,x,x
Fdim;6,1,2,x,x,x,x,1;b3;b5,F,B,x,x,x,x
Fdim;7,1,2,3,x,x,x,1;b3;b5,F,B,F,x,x,x
Fdim7;1,2,4,1,3,x,x,1;b3;b5;bb7,G#,D,F,B,x,x
Fdim7;2,x,2,3,1,4,x,1;b3;b5;bb7,x,G#,D,F,B,x
Fdim7;3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,D,G#,B,F
Fdim7;4,x,2,3,1,4,x,1;b3;b5;bb7,x,F,B,D,G#,x
Fdim7;5,x,x,1,3,2,4,1;b3;b5;bb7,x,x,F,B,D,G#
Fm;1,1,3,4,1,1,1,1;b3;5,F,C,F,G#,C,F
Fm;2,x,x,1,3,4,2,1;b3;5,x,x,F,C,F,G#
Fm;3,x,1,3,4,2,1,1;b3;5,x,F,C,F,G#,C
Fm;4,x,x,3,1,1,1,1;b3;5,x,x,F,G#,C,F
Fm;5,x,3,4,1,1,1,1;b3;5,x,C,F,G#,C,F
Fm;6,x,x,x,3,2,1,1;b3;5,x,x,x,F,G#,C
Fm;7,x,4,2,1,3,x,1;b3;5,x,F,G#,C,F,x
Fm;8,4,2,1,1,x,x,1;b3;5,F,G#,C,F,x,x
Fm;9,x,x,x,2,3,1,1;b3;5,x,x,x,C,F,G#
Fm11;1,2,x,3,4,1,x,1;b3;5;b7;9;11,F,x,D,G#,A#,x
Fm11;2,x,1,1,1,2,1,1;b3;5;b7;9;11,x,F,A#,D,G#,C
Fm11;3,x,2,1,3,4,1,1;b3;5;b7;9;11,x,F,G#,D,G,A#
Fm11;4,x,1,4,1,2,1,1;b3;5;b7;9;11,x,C,G#,A#,D,G
Fm11;5,x,x,1,3,2,4,1;b3;5;b7;9;11,x,x,F,C,D,A#
Fm11;6,x,2,1,3,1,1,1;b3;5;b7;9;11,x,F,G#,D,F,A#
Fm6;1,1,x,3,1,4,1,1;b3;5;6,F,x,F,G#,D,F
Fm6;2,x,3,1,2,1,x,1;b3;5;6,x,F,G#,D,F,x
Fm6;3,x,1,x,3,2,4,1;b3;5;6,x,F,x,F,G#,D
Fm7;1,1,3,1,1,4,1,1;b3;5;b7,F,C,D,G#,D,F
Fm7;2,x,x,1,4,2,3,1;b3;5;b7,x,x,F,C,D,G#
Fm7;3,x,1,3,1,2,1,1;b3;5;b7,x,F,C,D,G#,C
Fm7;4,2,x,3,3,3,x,1;b3;5;b7,F,x,D,G#,C,x
Fm7;5,2,x,3,3,x,x,1;b3;5;b7,F,x,D,G#,x,x
Fm7;6,x,2,1,3,4,x,1;b3;5;b7,x,F,G#,D,G#,x
Fm7;7,x,2,1,3,x,x,1;b3;5;b7,x,F,G#,D,x,x
Fm7;8,x,1,x,2,3,x,1;b3;5;b7,x,F,x,D,G#,x
Fm7b5;1,x,1,3,2,4,x,1;b3;b5;b7,x,F,B,D,G#,x
Fm7b5;2,x,2,x,3,4,1,1;b3;b5;b7,x,F,x,D,G#,B
Fm7b5;3,1,x,2,3,0,x,1;b3;b5;b7,F,x,D,G#,B,x
Fm9;1,1,3,1,1,1,4,1;b3;5;b7;9,F,C,D,G#,C,G
Fm9;2,x,x,1,3,2,1,1;b3;5;b7;9,x,x,F,C,D,G
Fm9;3,x,2,1,3,4,x,1;b3;5;b7;9,x,F,G#,D,G,x
Fmaj;1,x,4,3,1,2,1,1;3;5,x,F,A,C,F,A
Fmaj;2,x,1,3,3,3,x,1;3;5,x,F,C,F,A,x
Fmaj;3,x,x,3,2,1,1,1;3;5,x,x,F,A,C,F
Fmaj;4,x,3,4,2,1,1,1;3;5,x,C,F,A,C,F
Fmaj;5,x,x,1,2,4,3,1;3;5,x,x,F,C,F,A
Fmaj;6,x,1,x,x,4,x,1;3;5,x,F,x,x,A,x
Fmaj;7,x,1,2,3,4,1,1;3;5,x,F,C,F,A,C
Fmaj;8,x,x,x,2,1,1,1;3;5,x,x,x,A,C,F
Fmaj;9,x,x,x,3,4,1,1;3;5,x,x,x,F,A,C
Fmaj;10,2,x,1,3,4,x,1;3;5,A,x,F,C,F,x
Fmaj;11,x,x,3,2,1,x,1;3;5,x,x,F,A,C,x
Fmaj;12,x,3,1,1,1,x,1;3;5,x,A,C,F,A,x
Fmaj;13,x,x,3,1,2,x,1;3;5,x,x,A,C,F,x
Fmaj;14,1,3,4,2,x,x,1;3;5,F,C,F,A,x,x
Fmaj;15,x,x,x,1,3,2,1;3;5,x,x,x,C,F,A
Fmaj13;1,1,x,2,3,4,x,1;3;5;7;9;11;13,F,x,E,A,D,x
Fmaj13;2,x,1,3,2,1,4,1;3;5;7;9;11;13,x,F,C,E,G,D
Fmaj7;1,1,x,4,3,2,0,1;3;5;7,F,x,F,A,C,E
Fmaj7;2,0,4,3,1,1,1,1;3;5;7,E,F,A,C,E,A
Fmaj7;3,0,1,3,2,4,1,1;3;5;7,E,F,C,E,A,C
Fmaj7;4,1,x,3,4,2,x,1;3;5;7,F,x,E,A,C,x
Fmaj7;5,x,1,3,2,4,x,1;3;5;7,x,F,C,E,A,x
Fmaj7;6,1,3,4,2,1,0,1;3;5;7,F,C,F,A,C,E
Fmaj7;7,x,x,1,1,1,3,1;3;5;7,x,x,C,F,A,E
Fmaj7;8,x,x,x,2,1,0,1;3;5;7,x,x,x,A,C,E
Fmaj7;9,x,x,3,2,1,0,1;3;5;7,x,x,F,A,C,E
Fmaj7;10,x,1,3,2,x,x,1;3;5;7,x,F,C,E,x,x
Fmaj7;11,1,x,3,4,x,x,1;3;5;7,F,x,E,A,x,x
Fmaj7;12,x,1,3,2,4,1,1;3;5;7,x,F,C,E,A,C
Fmaj7;13,x,3,4,2,1,0,1;3;5;7,x,C,F,A,C,E
Fmaj7;14,x,1,1,4,4,4,1;3;5;7,x,C,F,C,E,A
Fmaj7;15,x,2,1,3,4,x,1;3;5;7,x,F,A,E,A,x
Fmaj9;1,1,0,4,0,2,0,1;3;5;7;9,F,A,F,G,C,E
Fmaj9;2,x,4,1,1,1,1,1;3;5;7;9,x,F,G,C,E,A
Fmaj9;3,x,2,1,4,3,x,1;3;5;7;9,x,F,A,E,G,x
Fmaj9;4,x,3,2,0,1,0,1;3;5;7;9,x,F,A,G,F,E
Fmaj9;5,x,3,3,0,1,0,1;3;5;7;9,x,C,F,G,C,E
Fmaj;16,1,3,4,2,1,1,1;3;5,F,C,F,A,C,F
Fsus2;1,x,1,3,4,1,1,1;2;5,x,F,C,F,G,C
Fsus2;2,1,3,4,0,x,x,1;2;5,F,C,F,G,x,x
Fsus2;3,x,3,4,0,1,1,1;2;5,x,C,F,G,C,F
Fsus4;1,1,1,3,4,1,1,1;4;5,F,A#,F,A#,C,F
Fsus4;2,x,3,4,1,2,x,1;4;5,x,F,A#,C,F,x
Fsus4;3,x,1,2,3,4,1,1;4;5,x,F,C,F,A#,C
F#5;1,1,3,x,x,x,x,1;5,F#,C#,x,x,x,x
F#5;2,1,3,4,x,x,x,1;5,F#,C#,F#,x,x,x
F#5;3,x,1,3,4,x,x,1;5,x,F#,C#,F#,x,x
F#6;1,1,x,3,2,4,1,1;3;5;6,F#,x,F#,A#,D#,F#
F#6;2,x,4,2,3,1,x,1;3;5;6,x,F#,A#,D#,F#,x
F#6;3,x,1,3,3,3,3,1;3;5;6,x,F#,C#,F#,A#,D#
F#6;4,2,x,1,4,3,x,1;3;5;6,F#,x,D#,A#,C#,x
F#7;1,1,3,1,2,4,1,1;3;5;b7,F#,C#,E,A#,E,F#
F#7;2,x,3,2,4,1,x,1;3;5;b7,x,F#,A#,E,F#,x
F#7;3,x,1,3,1,4,1,1;3;5;b7,x,F#,C#,E,A#,C#
F#7;4,1,3,1,2,1,1,1;3;5;b7,F#,C#,E,A#,C#,F#
F#7;5,1,x,2,4,3,x,1;3;5;b7,F#,x,E,A#,C#,x
F#7;6,x,x,x,2,1,3,1;3;5;b7,x,x,x,C#,E,A#
F#9;1,x,x,2,1,3,4,1;3;5;b7;9,x,x,E,G#,C#,F#
F#9;2,x,x,1,3,2,1,1;3;5;b7;9,x,x,F#,C#,E,G#
F#9;3,x,2,1,3,4,x,1;3;5;b7;9,x,F#,A#,E,G#,x
F#9;4,x,2,1,3,3,3,1;3;5;b7;9,x,F#,A#,E,G#,C#
F#9;5,x,x,3,2,1,4,1;3;5;b7;9,x,x,E,G#,A#,F#
